172.20.0.1 - - [03/Jul/2025:23:42:27 +0000] "GET /openapi.json HTTP/1.1" 404 5101 "http://localhost/api/docs" "Mozilla/5.0 (X11; Linux x86_64; rv:139.0) Gecko/20100101 Firefox/139.0" "-" rt=0.055 uct="0.000" uht="0.042" urt="0.054"
172.20.0.1 - - [03/Jul/2025:23:44:49 +0000] "GET /api/docs HTTP/1.1" 404 22 "-" "Mozilla/5.0 (X11; Linux x86_64; rv:139.0) Gecko/20100101 Firefox/139.0" "-" rt=0.001 uct="0.000" uht="0.001" urt="0.001"
172.20.0.1 - - [03/Jul/2025:23:44:49 +0000] "GET /favicon.ico HTTP/1.1" 200 275470 "http://localhost/api/docs" "Mozilla/5.0 (X11; Linux x86_64; rv:139.0) Gecko/20100101 Firefox/139.0" "-" rt=0.228 uct="0.000" uht="0.225" urt="0.227"
172.20.0.1 - - [03/Jul/2025:23:44:50 +0000] "GET /api/docs HTTP/1.1" 404 22 "-" "Mozilla/5.0 (X11; Linux x86_64; rv:139.0) Gecko/20100101 Firefox/139.0" "-" rt=0.001 uct="0.000" uht="0.000" urt="0.000"
172.20.0.1 - - [03/Jul/2025:23:44:50 +0000] "GET /favicon.ico HTTP/1.1" 200 275462 "http://localhost/api/docs" "Mozilla/5.0 (X11; Linux x86_64; rv:139.0) Gecko/20100101 Firefox/139.0" "-" rt=0.228 uct="0.000" uht="0.226" urt="0.227"
172.20.0.1 - - [03/Jul/2025:23:44:50 +0000] "GET /api/docs HTTP/1.1" 404 22 "-" "Mozilla/5.0 (X11; Linux x86_64; rv:139.0) Gecko/20100101 Firefox/139.0" "-" rt=0.000 uct="0.000" uht="0.001" urt="0.001"
172.20.0.1 - - [03/Jul/2025:23:44:50 +0000] "GET /favicon.ico HTTP/1.1" 200 275470 "http://localhost/api/docs" "Mozilla/5.0 (X11; Linux x86_64; rv:139.0) Gecko/20100101 Firefox/139.0" "-" rt=0.232 uct="0.000" uht="0.229" urt="0.232"
172.20.0.1 - - [03/Jul/2025:23:44:50 +0000] "GET /api/docs HTTP/1.1" 404 22 "-" "Mozilla/5.0 (X11; Linux x86_64; rv:139.0) Gecko/20100101 Firefox/139.0" "-" rt=0.000 uct="0.000" uht="0.001" urt="0.001"
172.20.0.1 - - [03/Jul/2025:23:44:51 +0000] "GET /favicon.ico HTTP/1.1" 200 275399 "http://localhost/api/docs" "Mozilla/5.0 (X11; Linux x86_64; rv:139.0) Gecko/20100101 Firefox/139.0" "-" rt=0.227 uct="0.000" uht="0.227" urt="0.227"
172.20.0.1 - - [03/Jul/2025:23:45:03 +0000] "GET /api/api/docs HTTP/1.1" 404 22 "-" "Mozilla/5.0 (X11; Linux x86_64; rv:139.0) Gecko/20100101 Firefox/139.0" "-" rt=0.000 uct="0.000" uht="0.001" urt="0.001"
